customer_id,name,dob,age,city,phone,email,annual_income,household_size,signup_date
C003751,Varun Iyer,1981-10-23,44,Chennai,8129776304,varun.iyer.3751@example.in,460200.0,3.0,2025-10-21
C003752,Kavya Chandra,1961-12-19,64,Lucknow,7586034481,kavya.chandra.3752@example.in,1270800.0,3.0,2025-08-17
C003753,Nisha Subramanian,2001-10-22,24,Kolkata,6831369976,nisha.subramanian.3753@example.in,1671900.0,1.0,2024-06-19
C003754,Meera Roy,2003-07-02,22,Bhopal,6841857083,meera.roy.3754@example.in,540400.0,2.0,2019-05-25
C003755,Akshay Sinha,1958-07-21,67,Chennai,6458629036,akshay.sinha.3755@example.in,852400.0,7.0,2025-04-07
C003756,Sahil Mishra,1991-10-18,34,AHMEDABAD,6494160209,sahil.mishra.3756@example.in,487700.0,2.0,2020-01-14
C003757,Nisha Reddy,1986-08-05,39,Mumbai,6287236108,nisha.reddy.3757@example.in,1772300.0,4.0,2021-11-12
C003758,Shreya Mehta,2002-06-15,23,Ahmedabad,6555290554,shreya.mehta.3758@example.in,366700.0,3.0,2016-01-18
C003759,Sneha Iyer,1996-07-13,29,Jaipur,7784974733,sneha.iyer.3759@example.in,2947500.0,1.0,2016-12-29
C003760,Sanjay Banerjee,1961-07-26,64,Ahmedabad,+91 69086 27622,sanjay.banerjee.3760@example.in,1183100.0,3.0,2025-09-22
C003761,Anika Patel,1957-04-19,68,Delhi,8788549397,anika.patel.3761@example.in,832700.0,2.0,2024-06-07
C003762,Vikram Agarwal,1991-12-13,34,Bengaluru,9515855772,vikram.agarwal.3762@example.in,,4.0,2021-07-14
C003763,Vikram Sharma,1950-01-05,75,Pune,91-734-223-1318,vikram.sharma.3763@example.in,,7.0,2018-09-24
C003764,Meera Mehta,1969-01-20,56,Ahmedabad,9237884104,meera.mehta.3764@example.in,786900.0,4.0,2022-07-04
C003765,Anika Mishra,1993-07-25,32,Chennai,8108256353,anika.mishra.3765@example.in,433200.0,6.0,2019-05-24
C003766,Aarav Das,1953-05-23,72,Kolkata,6519147591,aarav.das.3766@example.in,884800.0,,2025-10-20
C003767,Arjun Khan,1992-05-25,33,LUCKNOW,7010861087,arjun.khan.3767@example.in,677900.0,3.0,2019-04-21
C003768,Rhea Roy,1951-07-07,74,Bhopl,7078205142,rhea.roy.3768@example.in,1579600.0,1.0,2019-07-26
C003769,Tanvi Sinha,1996-07-04,29,Cochin,9371137542,tanvi.sinha.3769@example.in,458700.0,7.0,2024-05-18
C003770,Arjun Banerjee,1963-05-11,62, Mumbai ,9480389667,arjun.banerjee.3770@example.in,192100.0,,2022-10-29
C003771,Zoya Kapoor,1962-01-18,63,Bhopal,(837) 324-1267,ZOYA.KAPOOR.3771@EXAMPLE.IN,1263400.0,4.0,2023-02-04
C003772,Shreya Shah,1964-12-24,61,Mumbai,9826248187,SHREYA.SHAH.3772@EXAMPLE.IN,627400.0,6.0,2025-10-12
C003773,Ishaan Gupta,2005-04-12,20,Mumbai,8372833162,ishaan.gupta.3773@example.in,1354300.0,,2024-08-05
C003774,Pooja Banerjee,1975-06-08,50,Mumbai,+91 82461 71349,pooja.banerjee.3774@example.in,4154300.0,5.0,2025-03-10
C003775,Pooja Chandra,1982-06-18,43,Hyderabad,7624924547,pooja.chandra.3775@example.in,2074500.0,7.0,2021-10-05
C003776,Arjun Mukherjee,1987-10-07,38,Pune,(655) 849-3975,arjun.mukherjee.3776@example.in,640700.0,6.0,2018-04-08
C003777,Priya Mehta,1950-09-28,75,Kochi,9715178654,priya.mehta.3777@example.in,404400.0,6.0,2019-08-31
C003778,Priya Iyer,1992-07-25,33,Kochi,7557873039,priya.iyer.3778@example.in,,3.0,2021-06-16
C003779,Anika Khan,1996-08-02,29,Ahmedabad,6497027297,anika.khan.3779@example.in,625500.0,5.0,2018-02-27
C003780,Aditya Tiwari,1978-08-29,47,Lucknow,8485471815,aditya.tiwari.3780@example.in,1659500.0,2.0,2018-10-16
C003781,Saanvi J.,1992-12-16,33,Bhopal,9947216920,saanvi.jain.3781@example.in,577200.0,2.0,2020-11-09
C003782,Ishita Chandra,1996-08-01,29,Ahmedabad,6493879281,ishita.chandra.3782@example.in,1480100.0,4.0,2015-09-20
C003783,Varun Nair,1992-09-08,33,Bhopal,8587640242,varun.nair.3783@example.in,624200.0,7.0,2025-01-07
C003784,Rohan Kapoor,2005-12-09,20,Pune,+91 84391 33559,rohan.kapoor.3784@example.in,480700.0,4.0,2019-06-14
C003785,Mira Gupta,1976-12-09,49,Bengaluru,7903321062,mira.gupta.3785@example.in,,2.0,2017-09-10
C003786,Aditya Verma,2005-01-07,20, Lucknow ,8251364591,aditya.verma.3786@example.in,,6.0,2019-09-14
C003787,Nikhil Mukherjee,1952-10-23,73,BHOPAL,7022940007,nikhil.mukherjee.3787@example.in,797800.0,1.0,2016-06-14
C003788,Mira Iyer,2003-11-13,22,Delhi,8080823007,mira.iyer.3788@example.in,518200.0,4.0,2024-06-24
C003789,Zoya Chandra,1997-01-01,28,JAIPUR,9983127978,zoya.chandra.3789@example.in,1486500.0,4.0,2024-10-26
C003790,Rohan Verma,1963-07-25,62,Chennai,91-677-992-6706,rohan.verma.3790@example.in,1640400.0,3.0,2016-10-18
C003791,Rhea Roy,1964-03-12,61,Mumbai,6592291839,rhea.roy.3791@example.in,994900.0,6.0,2023-01-23
C003792,Anika Sinha,1955-04-23,70,Kolkata,9259485962,anika.sinha.3792@example.in,1577200.0,,2017-10-14
C003793,Vikram Chandra,1992-07-02,33,Bhopal,9845080696,vikram.chandra.3793@example.in,1047900.0,4.0,2025-10-06
C003794,Arjn Iyer,1966-05-07,59,Kochi,6134184230,arjun.iyer.3794@example.in,248100.0,7.0,2019-11-01
C003795,Sneha S.,1993-06-05,32,PUNE,7602998768,sneha.singh.3795@example.in,420800.0,5.0,2018-06-20
C003796,Rhea Patel,1988-07-05,37,Bengaluru,+91 80156 86607,rhea.patel.3796@example.in,419200.0,6.0,2019-12-15
C003797,Rahul Shah,1981-11-11,44,Bhopal,9486257759,rahul.shah.3797@example.in,510700.0,4.0,2020-01-22
C003798,Aditi Reddy,2001-01-03,24,Mumbai,9061467739,aditi.reddy.3798@example.in,1375600.0,3.0,2023-07-24
C003799,Ananya Reddy,1995-03-24,30,Hyderabad,6833938966,,819800.0,3.0,2024-01-25
C003800,Arjun Nair,1978-06-01,47,Mumbai,6521054757,arjun.nair.3800@example.in,864600.0,1.0,2018-11-30
C003801,Aarav Nair,1980-04-08,45,Ahmedabad,9503938424,aarav.nair.3801@example.in,519600.0,1.0,2022-01-15
C003802,Shreya Mehta,1967-03-11,58,KOLKATA,9726828284,shreya.mehta.3802@example.in,748700.0,7.0,2025-09-10
C003803,Pooa Roy,1969-04-15,56,Mumbai,8167178835,pooja.roy.3803@example.in,,1.0,2015-07-15
C003804,Saanvi Sen,1989-04-21,36,Pune,6281673407,saanvi.sen.3804@example.in,1479500.0,,2015-02-17
C003805,Sahil Desai,1980-03-07,45,Mumbai,8839200335,sahil.desai.3805@example.in,1326400.0,5.0,2022-01-04
C003806,Varun Gupta,1982-04-12,43,Hyderabad,9905905571,varun.gupta.3806@example.in,,4.0,2017-03-31
C003807,Rohan Verma,1985-10-15,40,AHMEDABAD,6938184342,rohan.verma.3807@example.in,398200.0,7.0,2025-12-25
C003808,Vikram Singh,1982-12-06,43,Bombay,91-934-091-4447,vikram.singh.3808@example.in,1503500.0,5.0,2022-09-05
C003809,Tanvi Tiwari,1977-03-21,48,Kochi, 84419-56381 ,tanvi.tiwari.3809@example.in,188400.0,2.0,2022-03-20
C003810,Zoya Agarwal,1957-07-11,68,Lucknow,6586755334,zoya.agarwal.3810@example.in,1012100.0,6.0,2024-01-06
C003811,Kabir Mukherjee,1986-10-01,39,Kolkata,,kabir.mukherjee.3811@example.in,,5.0,2016-03-31
C003812,Saanvi Tiwari,2005-01-24,20,DELHI,6888738840,saanvi.tiwari.3812@example.in,1749300.0,1.0,2020-07-06
C003813,Nisha Joshi,1977-05-14,48,Lucknow,8016707251,nisha.joshi.3813@example.in,668700.0,7.0,2018-10-30
C003814,Nikhil Agarwal,1973-09-17,52,Mumbai,91-778-770-4568,nikhil.agarwal.3814@example.in,,3.0,2017-08-17
C003815,P. Menon,1984-10-25,41,Ahmedabad,8313972310,pranav.menon.3815@example.in,1950600.0,,2015-08-17
C003816,Anika Reddy,1990-03-14,35,Bhopal,+91 98715 82545,anika.reddy.3816@example.in,892600.0,4.0,2021-12-06
C003817,Arjun Khan,2005-12-09,20,DELHI,9278286396,arjun.khan.3817@example.in,651400.0,,2024-07-27
C003818,Shreya Banerjee,1986-02-10,-8,Bengaluru,7981038088,shreya.banerjee.3818@example.in,1221400.0,3.0,2021-10-28
C003819,Rhea Shah,1962-07-06,63,Hyd,7725241828,rhea.shah.3819@example.in,800600.0,6.0,2019-01-21
C003820,Zoya Tiwari,1981-05-16,44,Ahmedabad,8156590502,zoya.tiwari.3820@example.in,2436000.0,5.0,2017-08-14
C003821,Aarav Menon,1950-05-25,75,Chennai ,9000388731,aarav.menon.3821@example.in,379100.0,5.0,2025-03-30
C003822,Kabir Sen,1959-05-13,66,Chennai,8098127958,kabir.sen.3822@example.in,2651500.0,7.0,2015-07-27
C003823,Pranav Das,1965-12-14,60,Kochi,6997996386,pranav.das.3823@example.in,2033900.0,7.0,2016-07-31
C003824,Meera Reddy,1958-03-28,67,Bhopal,7798957542,meera.reddy.3824@example.in,638000.0,7.0,2019-05-29
C003825,Varun Subramanian,2003-03-27,22,Bhopal,7371840856,varun.subramanian.3825@example.in,608500.0,,2023-10-01
C003826,Ishita Kapoor,1981-12-01,44,Lakhnau,+91 64605 15718,ishita.kapoor.3826@example.in,,1.0,2016-10-18
C003827,Rhea Kulkarni,1991-04-09,34,Bhopal,,rhea.kulkarni.3827@example.in,415000.0,5.0,2021-10-06
C003828,Shreya Kulkarni,1950-01-30,75,Ahmedabad,9947224751,shreya.kulkarni.3828@example.in,1050800.0,,2019-05-25
C003829,Ishita Patel,1988-09-28,37,Chennai,,ishita.patel.3829@example.in,776000.0,7.0,2017-09-19
C003830,Arjun Mishra,1970-01-01,56,Chennai,7672146191,arjun.mishra.3830@example.in,212100.0,4.0,2020-02-01
C003831,Aditi Mishra,1983-05-07,42,Bengaluru,6857110960,aditi.mishra.3831@example.in,891100.0,3.0,2016-01-19
C003832,Rahul Banerjee,1950-07-25,75,Jaipur,8810631128,rahul.banerjee.3832@example.in,700300.0,3.0,2023-01-09
C003833,Shreya Shah,1954-12-12,71, Kochi ,8080475321,shreya.shah.3833@example.in,1256600.0,6.0,2018-02-16
C003834,Aditi Verma,2001-01-22,24,Kochi,6015857099,ADITI.VERMA.3834@EXAMPLE.IN,1004000.0,3.0,2021-12-02
C003835,Ishaan Khan,1962-03-11,63,Kochi,7126148619,ishaan.khan.3835@example.in,1021200.0,7.0,2019-08-14
C003836,Sneha Patel,1991-11-04,34,Kochi,8640473871,SNEHA.PATEL.3836@EXAMPLE.IN,934400.0,2.0,2025-06-14
C003837,Ishita Bose,1956-04-14,69,Jaipur,7547616415,ishita.bose.3837@example.in,1135700.0,2.0,2021-04-12
C003838,Ishaan Mehta,1967-02-10,58,Hyderabad,8088990965,ishaan.mehta.3838@example.in,849700.0,3.0,2015-04-02
C003839,Vikram Menon,1956-11-07,69,Kolkata,91-639-978-6308,vikram.menon.3839@example.in,419000.0,1.0,2019-03-06
C003840,Krishna Gupta,1977-06-02,48,Kolkata,6763531935,krishna.gupta.3840@example.in,1781600.0,7.0,2024-09-23
C003841,  pooja   joshi  ,1987-09-04,38,Bhopal,8213233199,pooja.joshi.3841@example.in,261500.0,7.0,2020-08-23
C003842,Mira Agarwal,1970-09-16,55,Chennai,7630876758,mira.agarwal.3842@example.in,1655100.0,4.0,2021-10-27
C003843,Aditya Verma,1973-11-08,52,Jaipur,,aditya.verma.3843@example.in,514700.0,,2016-03-27
C003844,Kavya Reddy,1975-02-25,50,Ahmedabad,6086662187,kavya.reddy.3844@example.in,491000.0,3.0,2018-03-08
C003845,Pranav Patel,1971-05-05,54,Hyderabad,91-676-188-9745,pranav.patel.3845@example.in,5950700.0,5.0,2025-07-25
C003846,Rhea Singh,2001-12-20,24,Lucknow,(718) 473-5368,rhea.singh.3846@example.in,2611800.0,5.0,2022-10-14
C003847,Meera Kapoor,1954-11-03,71,Jaipur,9406499204,meera.kapoor.3847@example.in,1351500.0,1.0,2015-07-07
C003848,Rhea Reddy,1950-07-26,75,Chennai,6241974961,rhea.reddy.3848@example.in,930500.0,5.0,2018-03-23
C003849,Pooja Sharma,1954-06-21,71,Kochi,7148564918,pooja.sharma.3849@example.in,2503300.0,2.0,2015-02-19
C003850,Rahul Joshi,2004-02-10,21,Chennai,7585583426,rahul.joshi.3850@example.in,635400.0,2.0,2024-05-11
C003851,Krishna Sharma,1976-10-14,49,Jaipur,8512201269,krishna.sharma.3851@example.in,1687300.0,4.0,2015-03-27
C003852,Tanvi Desai,1977-10-17,48,Chennai,6409814658,tanvi.desai.3852@example.in,884300.0,3.0,2020-01-22
C003853,Krishna Kapoor,1995-12-26,30,Chennai,9548142562,krishna.kapoor.3853@example.in,1801500.0,4.0,2019-05-28
C003854,Saanvi Mishra,1963-06-11,62,Kochi,6085576271,saanvi.mishra.3854@example.in,,7.0,2025-02-10
C003855,Krishna Reddy,1951-07-08,74,Chennai,7386165143,krishna.reddy.3855@example.in,256200.0,2.0,2021-05-30
C003856,Rhea Khan,1983-06-27,42,Lucknow,7087829398,rhea.khan.3856@example.in,132600.0,5.0,2018-09-12
C003857,Kabir Chandra,1951-07-13,74,Jaipur, 89312-96578 ,kabir.chandra.3857@example.in,717700.0,5.0,2019-01-13
C003858,Rohan Banerjee,1970-02-15,55,Bhopal,9231434683,rohan.banerjee.3858@example.in,781300.0,4.0,2022-10-27
C003859,Varun Shah,1966-10-20,59,Lakhnau,(704) 091-7988,varun.shah.3859@example.in,1178400.0,6.0,2021-05-05
C003860,Meera Shah,1954-08-26,71,Chennai,8281271034,meera.shah.3860@example.in,581400.0,1.0,2016-10-14
C003861,Kabir Banerjee,1977-06-26,48,Jaypur,7902203632,kabir.banerjee.3861@example.in,993500.0,7.0,2018-09-06
C003862,Diya Menon,1998-05-24,27,Delhi,7493819504,diya.menon.3862@example.in,889400.0,6.0,2023-09-14
C003863,Meera Mishra,1987-07-18,38,Kolkata,9807131258,meera.mishra.3863@example.in,730300.0,3.0,2021-03-24
C003864,Ishaan Nair,1952-12-17,73,Kolkata,,ishaan.nair.3864@example.in,548300.0,,2019-12-06
C003865,Aarav Gupta,1995-08-04,30,Hyderbad,6379896758,aarav.gupta.3865@example.in,,2.0,2019-11-13
C003866,Anika Khan,1951-04-05,74,Jaipur,7927580145,anika.khan.3866@example.in,557400.0,4.0,2022-05-19
C003867,Diya Sharma,2001-12-05,24, Jaipur ,6855840988,diya.sharma.3867@example.in,1293900.0,1.0,2016-08-08
C003868,Vikram Iyer,1991-10-14,34,Jaipur,7231681934,vikram.iyer.3868@example.in,1089900.0,3.0,2024-06-06
C003869,Meera Joshi,1950-12-05,75,Lucknow,+91 89544 74536,meera.joshi.3869@example.in,390500.0,1.0,2016-08-18
C003870,Rhea Menon,2001-01-07,24,Chennai,6028343503,rhea.menon.3870@example.in,1109000.0,6.0,2023-02-02
C003871,Kavya Agarwal,1995-02-20,30,Pune,9934841011,kavya.agarwal.3871@example.in,1248100.0,2.0,2017-12-10
C003872,Rhea Desai,1994-01-30,31,Bengaluru,6088238904,rhea.desai.3872@example.in,854700.0,5.0,2019-12-24
C003873,Kavya Singh,1962-08-31,63,Kolkata,8448123683,kavya.singh.3873@example.in,1038400.0,3.0,2025-10-28
C003874,Pranav Reddy,1973-06-12,52,Bhopal,7808770981,pranav.reddy.3874@example.in,399200.0,2.0,2019-07-20
C003875,Nikhil Reddy,2005-12-12,20,Jaipur,9187378240,nikhil.reddy.3875@example.in,678900.0,7.0,2025-03-23
C003876,Priya Das,1960-09-05,65,Dilli,9151105145,priya.das.3876@example.in,1514800.0,,2020-04-22
C003877,Arjun Menon,1996-09-18,29,Mumbai,8084285331,arjun.menon.3877@example.in,1663400.0,4.0,2016-09-24
C003878,Ishita Sinha,2003-01-30,22,Chennai, 78031-17794 ,ishita.sinha.3878@example.in,5019600.0,2.0,2015-05-17
C003879,Aditi Sinha,2005-11-27,20,Bengaluru,9456755385,aditi.sinha.3879@example.in,443900.0,5.0,2018-09-19
C003880,Sanjay Shah,1953-03-23,72,Pune, 84269-66445 ,sanjay.shah.3880@example.in,299500.0,3.0,2020-01-24
C003881,Sneha Desai,1977-03-20,48,Pune,8876474155,sneha.desai.3881@example.in,542900.0,,2016-09-15
C003882,Sahil Chandra,1975-05-02,50,Mumbai,7302328645,sahil.chandra.3882@example.in,3274200.0,4.0,2018-11-15
C003883,Ishaan Reddy,1982-04-20,43,Calcutta,7057673857,ishaan.reddy.3883@example.in,358400.0,2.0,2021-07-14
C003884,Akshay Gupta,1978-12-29,47,Mumbai,7556912371,akshay.gupta.3884@example.in,1668100.0,4.0,2021-03-31
C003885,Meera Banerjee,1964-05-11,61,Chennai,8690507563,meera.banerjee.3885@example.in,437200.0,4.0,2021-08-29
C003886,Arjun Verma,1978-08-30,47,Lucknow,8682883119,arjun.verma.3886@example.in,465800.0,3.0,2022-10-17
C003887,Aditi Iyer,1987-09-08,38,Lucknow,6078373787,aditi.iyer.3887@example.in,499800.0,6.0,2022-06-29
C003888,Kabir Rao,1953-07-17,72,Chennai,8326729251,kabir.rao.3888@example.in,435600.0,6.0,2022-05-12
C003889,Pooja Patel,1979-09-15,46,Hyderabad,7251983336,pooja.patel.3889@example.in,539600.0,5.0,2025-09-05
C003890,Arjun Iyer,1987-02-20,38,Delhi,8895480586,arjun.iyer.3890@example.in,495900.0,,2015-04-09
C003891,Sahil Khan,1959-03-31,66,Mumbai,9640531773,sahil.khan.3891@example.in,1383100.0,1.0,2016-06-28
C003892,Nisha Chandra,2000-12-09,25,Chennai,9909913960,nisha.chandra.3892@example.in,,7.0,31-31-2024
C003893,Rahul Sinha,1993-03-09,32,Jaipur,8718008447,rahul.sinha.3893@example.in,444700.0,7.0,2017-08-01
C003894,Nisha Khan,1988-02-08,37,Jaipur,9291390237,nisha.khan.3894@example.in,752100.0,6.0,2018-10-19
C003895,Priya Agarwal,1972-08-19,53,Ahmedabad,8551840051,priya.agarwal.3895@example.in,1008300.0,7.0,2017-12-19
C003896,Pranav Gupta,1965-09-26,60,Chennai,8018106121,pranav.gupta.3896@example.in,662200.0,6.0,2021-05-09
C003897,Shreya Das,1986-05-13,39,Lucknow,7046380712,shreya.das.3897@example.in,715800.0,2.0,2019-10-18
C003898,Aarav Sharma,1953-10-12,72,BHOPAL,9621476530,aarav.sharma.3898@example.in,959800.0,2.0,2021-04-11
C003899,Varun Das,2000-04-03,25,Calcutta,8334357007,varun.das.3899@example.in,2423500.0,1.0,2022-11-11
C003900,Anika Menon,2001-08-31,24,Chennai,7465496780,anika.menon.3900@example.in,1496500.0,1.0,2015-11-29
C003901,Akshay Sinha,1961-05-31,64,Mumbai,7736736097,akshay.sinha.3901@example.in,1135500.0,6.0,2015-05-14
C003902,Nikhil Jain,1979-01-20,46, Bangalore ,6366160295,,586600.0,4.0,2021-09-19
C003903,Ishaan Banerjee,1969-12-22,56,Hyderabad,8159421373,ishaan.banerjee.3903@example.in,911900.0,6.0,2017-09-25
C003904,Kavya Mukherjee,1952-10-26,73,Bhopal,6683201171,kavya.mukherjee.3904@example.in,1048900.0,7.0,2018-12-04
C003905,Krishna Nair,1974-06-10,51,Bhopal,,krishna.nair.3905@example.in,929400.0,7.0,2020-09-26
C003906,Priya Shah,1953-01-08,72,Delhi,7852454777,priya.shah.3906@example.in,685000.0,6.0,2019-07-01
C003907,Nikhil Kapoor,1999-02-27,26,Hyderabad,,nikhil.kapoor.3907@example.in,2137200.0,1.0,2016-10-07
C003908,Aarav Patel,1958-06-20,67,Delhi,91-721-579-2143,aarav.patel.3908@example.in,1367300.0,2.0,2025-05-29
C003909,Pooja Patel,1997-03-15,28,Ahmedabad,7858746992,poojapatel.3909@example.in,1392800.0,2.0,2019-11-30
C003910,Meera Sharma,2004-10-13,21,Hyderabad,9056825837,meera.sharma.3910@example.in,1090000.0,7.0,2016-03-22
C003911,Nisha Khan,1985-02-18,40,Bombay,9328332112,nisha.khan.3911@example.in,1723600.0,4.0,2025-07-18
C003912,Varun Mishra,1954-04-05,71,Chennai,6846979853,varun.mishra.3912@example.in,,4.0,2025-07-30
C003913,Aarav Kulkarni,1977-10-06,48,Chennai,9273139255,aarav.kulkarni.3913@example.in,564800.0,6.0,2019-09-26
C003914,Nikhil Mishra,1952-01-21,73,Ahmedabad,(665) 756-0219,nikhil.mishra.3914@example.in,634000.0,7.0,2021-01-06
C003915,Sahil Agarwal,1954-02-08,71,Ahmedabad,9517916170,sahil.agarwal.3915@example.in,808100.0,4.0,2016-05-22
C003916,Priya Iyer,1989-01-02,36,Ahmedabad,6637606219,priya.iyer.3916@example.in,812400.0,3.0,2021-05-04
C003917,Rohan Kulkarni,1979-04-18,46,Bengaluru,6223980184,rohan.kulkarni.3917@example.in,552800.0,7.0,2025-09-22
C003918,Ishaan Das,1976-01-03,49,Chennai,8959731181,ishaan.das.3918@example.in,1889500.0,3.0,2024-03-02
C003919,Nisha Singh,2005-12-17,20,Lucknow,9787189745,nisha.singh.3919@example.in,820800.0,6.0,2025-10-02
C003920,Shreya Mishra,1951-12-23,74,Bengaluru,7203515257,shreya.mishra.3920@example.in,,1.0,2025-07-15
C003921,Aarav Desai,1992-06-20,33,Hyderabad,9047406805,aarav.desai.3921@example.in,25977608.079005342,2.0,2023-09-06
C003922,Rhea Desai,1963-09-17,62,Jaypur,6163155067,rhea.desai.3922@example.in,434200.0,4.0,2020-05-03
C003923,Anika Gupta,1997-12-09,28,Cochin,8255640415,anika.gupta.3923@example.in,1181000.0,4.0,2019-02-10
C003924,Sanjay Das,1961-09-24,64,Bhopal,9010506770,sanjay.das.3924@example.in,371100.0,6.0,2021-10-21
C003925,Aarav Bose,2005-08-14,20,Hyderabad,7315844902,aarav.bose.3925@example.in,564000.0,1.0,2017-07-13
C003926,  mira   bose  ,1961-10-08,64,Kochi,91-804-419-0445,mira.bose.3926@example.in,874000.0,1.0,2017-03-11
C003927,  sahil   chandra  ,1958-10-11,67,Lucknow,6726300216,sahil.chandra.3927@example.in,775500.0,1.0,2016-11-08
C003928,Varun Subramanian,1984-11-20,41,Ahmedabad,8180395628,varun.subramanian.3928@example.in,608800.0,1.0,2023-01-12
C003929,Vikram Subramanian,1993-04-21,32,Chennai ,8021689361,vikram.subramanian.3929@example.in,12746191.52689621,1.0,2024-08-26
C003930,Rhea Shah,1980-01-09,45,Jaipur,8181156749,rhea.shah.3930@example.in,827500.0,6.0,2022-03-28
C003931,Akshay S.,1990-07-31,35,Bhopal,6616826686,akshay.shah.3931@example.in,561600.0,3.0,2017-03-24
C003932,Rhea Desai,1968-03-27,57,BHOPAL,7831875542,rhea.desai.3932@example.in,,2.0,2019-12-29
C003933,PRIYA BANERJEE,1996-07-12,29,Lucknow, 70652-59408 ,priya.banerjee.3933@example.in,1148200.0,2.0,2024-11-11
C003934,Shreya Subramanian,1953-04-16,72,Mumbai,9774959304,shreya.subramanian.3934@example.in,767000.0,6.0,2018-08-31
C003935,Rohan Patel,1972-06-29,53,Ahmedabad,7579309671,rohan.patel.3935@example.in,908000.0,7.0,2015-02-04
C003936,Nikhil Banerjee,1952-08-05,73, Lucknow ,,nikhil.banerjee.3936@example.in,1034100.0,5.0,2019-06-22
C003937,Akshay Shah,1995-12-30,30,Hyderabad,8245681059,akshay.shah.3937@example.in,1115300.0,1.0,2019-11-16
C003938,Tanvi Iyer,1951-02-23,74,Chennai,7464076729,tanvi.iyer.3938@example.in,1549000.0,5.0,2016-03-05
C003939,Ishita Menon,1971-01-29,54,Delhi,,ishita.menon.3939@example.in,1143600.0,5.0,2025-02-20
C003940,K. Sharma,1999-06-28,26,Mumbai,8783933552,kabir.sharma.3940@example.in,1986500.0,6.0,2015-01-19
C003941,Ishita Tiwari,2003-08-23,22,Bhopal,91-726-035-4844,ishita.tiwari.3941@example.in,444400.0,6.0,2020-05-19
C003942,Meera Chandra,1999-03-09,26,Kochi,7935638657,meera.chandra.3942@example.in,522100.0,3.0,2017-07-21
C003943,Kabir Sen,1975-09-22,50,Chennai,8109718444,kabir.sen.3943@example.in,,7.0,2021-08-07
C003944,Ishaan Sinha,2003-01-05,22,Hyderabad,7499045202,ishaan.sinha.3944@example.in,754600.0,1.0,2019-10-07
C003945,Aditi Mishra,1982-02-16,43,Kochi,+91 66096 16064,aditi.mishra.3945@example.in,1596200.0,2.0,2023-11-22
C003946,Vikram Reddy,1970-07-04,55,AHMEDABAD,6780817545,vikram.reddy.3946@example.in,960200.0,6.0,2015-12-01
C003947,Nikhil Reddy,1965-02-21,60,Lucknow, 66436-79810 ,nikhil.reddy.3947@example.in,,5.0,2022-10-29
C003948,Aditya Singh,1958-11-03,67,Delhi,7600832872,aditya.singh.3948@example.in,537900.0,4.0,2025-12-31
C003949,Pooja Jain,1984-11-13,41,Mumbai,9778706111,pooja.jain.3949@example.in,,6.0,2017-06-21
C003950,Sanjay Kulkarni,1974-11-05,51,Kochi,7937111596,sanjay.kulkarni.3950@example.in,1350200.0,7.0,2022-03-29
C003951,Nisha Desai,1978-09-05,47,Lucknow,9827387649,nisha.desai.3951@example.in,1492300.0,5.0,2020-02-14
C003952,Akshay Nair,1968-12-28,57,JAIPUR,9117183374,akshay.nair.3952@example.in,265300.0,5.0,2015-11-06
C003953,Ishaan Tiwari,1974-04-16,51,Jaipur,6761446697,ishaan.tiwari.3953@example.in,1043400.0,3.0,2023-12-17
C003954,Varun Verma,1973-12-05,52,Kochi,8609625569,varun.verma.3954@example.in,203100.0,5.0,31-31-2024
C003955,Arjun Mehta,1971-09-10,54,Pune,6896094865,arjun.mehta.3955@example.in,1040500.0,2.0,2018-09-02
C003956,Sneha Das,1978-06-22,47,Kochi,7788324889,sneha.das.3956@example.in,767000.0,3.0,2019-03-06
C003957,Priya Das,1951-12-09,74,Bhopal,6431245934,priya.das.3957@example.in,775200.0,,2020-04-04
C003958,Shreya Kapoor,1999-08-22,26,Hyderabad,6894221580,shreya.kapoor.3958@example.in,480400.0,6.0,2023-06-28
C003959,Nikhil Nair,1993-09-07,32,Kochi,8684030137,nikhil.nair.3959@example.in,743800.0,4.0,2019-07-17
C003960,Nisha Reddy,1997-10-17,28,Madras,+91 66491 94189,nisha.reddy.3960@example.in,2228000.0,5.0,2024-03-25
C003961,Rahul Bose,1987-10-27,38,Bhopal,8813648080,rahul.bose.3961@example.in,1211600.0,7.0,2021-11-13
C003962,Ananya Joshi,1981-10-16,44, Bhopal ,(837) 749-2152,ananya.joshi.3962@example.in,435400.0,1.0,2024-08-20
C003963,Sahil Desai,1981-04-25,44,Lucknow,6922236603,sahil.desai.3963@example.in,527100.0,1.0,2024-09-14
C003964,Sahil Menon,1979-08-29,46,Ahmedabad,6110612607,sahil.menon.3964@example.in,413300.0,6.0,2016-11-04
C003965,Pranav Singh,1967-01-26,58,Lucknow,9202856452,pranav.singh.3965@example.in,584300.0,3.0,2018-06-06
C003966,Ananya Jain,2002-01-02,23,Bhopal,9116551996,ananya.jain.3966@example.in,579700.0,1.0,2021-01-02
C003967,Mira Joshi,1997-08-09,28,Kolkata,7462938955,,620400.0,2.0,2016-04-12
C003968,Saanvi Sen,1995-09-11,30,Mumbai,8654807707,saanvi.sen.3968@example.in,1132700.0,4.0,2024-03-07
C003969,Pooja Nair,1979-03-13,46,Hyderabad,6209639490,pooja.nair.3969@example.in,617500.0,7.0,2025-10-14
